,inc1,inc2,weight
4299,Hunting accident,Thought gun was unloaded,2.0
4300,Hunting accident,stolen from owner,0.0
4301,Hunting accident,Gun range/gun shop/gun show shooting,0.0
4302,Hunting accident,Home Invasion - subject/suspect/perpetrator killed,0.0
4303,Hunting accident,Home Invasion - subject/suspect/perpetrator injured,0.0
4304,Hunting accident,Child Involved Incident,24.0
4305,Hunting accident,Child injured self,3.0
4306,Hunting accident,Suicide - Attempt,0.0
4307,Hunting accident,Child killed by child,0.0
4308,Hunting accident,Self-Inflicted,66.0
4309,Hunting accident,School Shooting - elementary/secondary school,0.0
4310,Hunting accident,Officer Involved Incident - Weapon involved but no shots fired,0.0
4311,Hunting accident,"Defensive Use - Shots fired, no injury/death",0.0
4312,Hunting accident,Concealed Carry License - Victim,0.0
4313,Hunting accident,"Officer Involved Shooting - Shots fired, no injury",0.0
4314,Hunting accident,Accidental Shooting at a Business,4.0
4315,Hunting accident,Criminal act with stolen gun,0.0
4316,Hunting accident,Child killed self,1.0
4317,Hunting accident,Child picked up & fired gun,10.0
4318,Hunting accident,"Gun at school, no death/injury - elementary/secondary school",0.0
4319,Hunting accident,"Gun at school, no death/injury - university/college",0.0
4320,Hunting accident,Non-Aggression Incident,106.0
4321,Hunting accident,Defensive Use - WITHOUT a gun,0.0
4322,Hunting accident,Police Targeted,0.0
4323,Hunting accident,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4324,Hunting accident,Playing with gun,1.0
4325,Hunting accident,Child injured by child,0.0
4326,Hunting accident,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4327,Hunting accident,ShotSpotter,0.0
4328,Hunting accident,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,0.0
4329,Hunting accident,Defensive Use - Good Samaritan/Third Party,0.0
4330,Hunting accident,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,0.0
4331,Hunting accident,Child killed,2.0
4332,Hunting accident,Child with gun - no shots fired,0.0
4333,Hunting accident,Gun shop robbery or burglary,0.0
4334,Hunting accident,Shootout,0.0
4335,Hunting accident,Guns stolen from law enforcement,0.0
4336,Hunting accident,Defensive use - No shots fired,0.0
4337,Hunting accident,Officer Involved Shooting - Bystander shot,0.0
4338,Hunting accident,Officer Involved Shooting - Bystander killed,0.0
4339,Hunting accident,Child injured,12.0
4340,Hunting accident,Gun buy back action,0.0
4341,Hunting accident,Terrorism Involvement,0.0
4342,Hunting accident,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4343,Hunting accident,Mistaken ID ,2.0
4344,Hunting accident,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4345,Hunting accident,Ghost gun,0.0
4346,Hunting accident,Political Violence,0.0
4347,Road rage,Home Invasion - No death or injury,0.0
4348,Road rage,Accidental/Negligent Discharge,12.0
4349,Road rage,"Shots fired, no action",12.0
4350,Road rage,Sex crime involving firearm,1.0
4351,Road rage,TSA Action,0.0
4352,Road rage,Thought gun was unloaded,0.0
4353,Road rage,stolen from owner,5.0
4354,Road rage,Gun range/gun shop/gun show shooting,0.0
4355,Road rage,Home Invasion - subject/suspect/perpetrator killed,0.0
4356,Road rage,Home Invasion - subject/suspect/perpetrator injured,0.0
4357,Road rage,Child Involved Incident,20.0
4358,Road rage,Child injured self,0.0
4359,Road rage,Suicide - Attempt,0.0
4360,Road rage,Child killed by child,0.0
4361,Road rage,Self-Inflicted,5.0
4362,Road rage,School Shooting - elementary/secondary school,0.0
4363,Road rage,Officer Involved Incident - Weapon involved but no shots fired,33.0
4364,Road rage,"Defensive Use - Shots fired, no injury/death",13.0
4365,Road rage,Concealed Carry License - Victim,19.0
4366,Road rage,"Officer Involved Shooting - Shots fired, no injury",7.0
4367,Road rage,Accidental Shooting at a Business,0.0
4368,Road rage,Criminal act with stolen gun,11.0
4369,Road rage,Child killed self,0.0
4370,Road rage,Child picked up & fired gun,0.0
4371,Road rage,"Gun at school, no death/injury - elementary/secondary school",8.0
4372,Road rage,"Gun at school, no death/injury - university/college",3.0
4373,Road rage,Non-Aggression Incident,0.0
4374,Road rage,Defensive Use - WITHOUT a gun,10.0
4375,Road rage,Police Targeted,4.0
4376,Road rage,Defensive Use - Stand Your Ground/Castle Doctrine established,24.0
4377,Road rage,Playing with gun,0.0
4378,Road rage,Child injured by child,0.0
4379,Road rage,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
4380,Road rage,ShotSpotter,2.0
4381,Road rage,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,10.0
4382,Road rage,Defensive Use - Good Samaritan/Third Party,6.0
4383,Road rage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,9.0
4384,Road rage,Child killed,3.0
4385,Road rage,Child with gun - no shots fired,0.0
4386,Road rage,Gun shop robbery or burglary,0.0
4387,Road rage,Shootout,25.0
4388,Road rage,Guns stolen from law enforcement,0.0
4389,Road rage,Defensive use - No shots fired,5.0
4390,Road rage,Officer Involved Shooting - Bystander shot,0.0
4391,Road rage,Officer Involved Shooting - Bystander killed,0.0
4392,Road rage,Child injured,13.0
4393,Road rage,Gun buy back action,0.0
4394,Road rage,Terrorism Involvement,0.0
4395,Road rage,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4396,Road rage,Mistaken ID ,0.0
4397,Road rage,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4398,Road rage,Ghost gun,0.0
4399,Road rage,Political Violence,1.0
4400,Home Invasion - No death or injury,Accidental/Negligent Discharge,9.0
4401,Home Invasion - No death or injury,"Shots fired, no action",16.0
4402,Home Invasion - No death or injury,Sex crime involving firearm,100.0
4403,Home Invasion - No death or injury,TSA Action,0.0
4404,Home Invasion - No death or injury,Thought gun was unloaded,0.0
4405,Home Invasion - No death or injury,stolen from owner,495.0
4406,Home Invasion - No death or injury,Gun range/gun shop/gun show shooting,0.0
4407,Home Invasion - No death or injury,Home Invasion - subject/suspect/perpetrator killed,0.0
4408,Home Invasion - No death or injury,Home Invasion - subject/suspect/perpetrator injured,0.0
4409,Home Invasion - No death or injury,Child Involved Incident,12.0
4410,Home Invasion - No death or injury,Child injured self,0.0
4411,Home Invasion - No death or injury,Suicide - Attempt,0.0
4412,Home Invasion - No death or injury,Child killed by child,0.0
4413,Home Invasion - No death or injury,Self-Inflicted,0.0
4414,Home Invasion - No death or injury,School Shooting - elementary/secondary school,0.0
4415,Home Invasion - No death or injury,Officer Involved Incident - Weapon involved but no shots fired,78.0
4416,Home Invasion - No death or injury,"Defensive Use - Shots fired, no injury/death",209.0
4417,Home Invasion - No death or injury,Concealed Carry License - Victim,16.0
4418,Home Invasion - No death or injury,"Officer Involved Shooting - Shots fired, no injury",51.0
4419,Home Invasion - No death or injury,Accidental Shooting at a Business,0.0
4420,Home Invasion - No death or injury,Criminal act with stolen gun,89.0
4421,Home Invasion - No death or injury,Child killed self,0.0
4422,Home Invasion - No death or injury,Child picked up & fired gun,0.0
4423,Home Invasion - No death or injury,"Gun at school, no death/injury - elementary/secondary school",0.0
4424,Home Invasion - No death or injury,"Gun at school, no death/injury - university/college",14.0
4425,Home Invasion - No death or injury,Non-Aggression Incident,3.0
4426,Home Invasion - No death or injury,Defensive Use - WITHOUT a gun,130.0
4427,Home Invasion - No death or injury,Police Targeted,6.0
4428,Home Invasion - No death or injury,Defensive Use - Stand Your Ground/Castle Doctrine established,101.0
4429,Home Invasion - No death or injury,Playing with gun,0.0
4430,Home Invasion - No death or injury,Child injured by child,0.0
4431,Home Invasion - No death or injury,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
4432,Home Invasion - No death or injury,ShotSpotter,0.0
4433,Home Invasion - No death or injury,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,46.0
4434,Home Invasion - No death or injury,Defensive Use - Good Samaritan/Third Party,22.0
4435,Home Invasion - No death or injury,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,33.0
4436,Home Invasion - No death or injury,Child killed,0.0
4437,Home Invasion - No death or injury,Child with gun - no shots fired,1.0
4438,Home Invasion - No death or injury,Gun shop robbery or burglary,0.0
4439,Home Invasion - No death or injury,Shootout,36.0
4440,Home Invasion - No death or injury,Guns stolen from law enforcement,4.0
4441,Home Invasion - No death or injury,Defensive use - No shots fired,133.0
4442,Home Invasion - No death or injury,Officer Involved Shooting - Bystander shot,1.0
4443,Home Invasion - No death or injury,Officer Involved Shooting - Bystander killed,1.0
4444,Home Invasion - No death or injury,Child injured,0.0
4445,Home Invasion - No death or injury,Gun buy back action,0.0
4446,Home Invasion - No death or injury,Terrorism Involvement,0.0
4447,Home Invasion - No death or injury,Officer Involved Shooting - Accidental discharge - no injury required,1.0
4448,Home Invasion - No death or injury,Mistaken ID ,0.0
4449,Home Invasion - No death or injury,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4450,Home Invasion - No death or injury,Ghost gun,0.0
4451,Home Invasion - No death or injury,Political Violence,0.0
4452,Accidental/Negligent Discharge,"Shots fired, no action",18.0
4453,Accidental/Negligent Discharge,Sex crime involving firearm,1.0
4454,Accidental/Negligent Discharge,TSA Action,1.0
4455,Accidental/Negligent Discharge,Thought gun was unloaded,324.0
4456,Accidental/Negligent Discharge,stolen from owner,31.0
4457,Accidental/Negligent Discharge,Gun range/gun shop/gun show shooting,231.0
4458,Accidental/Negligent Discharge,Home Invasion - subject/suspect/perpetrator killed,3.0
4459,Accidental/Negligent Discharge,Home Invasion - subject/suspect/perpetrator injured,23.0
4460,Accidental/Negligent Discharge,Child Involved Incident,699.0
4461,Accidental/Negligent Discharge,Child injured self,146.0
4462,Accidental/Negligent Discharge,Suicide - Attempt,6.0
4463,Accidental/Negligent Discharge,Child killed by child,58.0
4464,Accidental/Negligent Discharge,Self-Inflicted,1652.0
4465,Accidental/Negligent Discharge,School Shooting - elementary/secondary school,40.0
4466,Accidental/Negligent Discharge,Officer Involved Incident - Weapon involved but no shots fired,7.0
4467,Accidental/Negligent Discharge,"Defensive Use - Shots fired, no injury/death",9.0
4468,Accidental/Negligent Discharge,Concealed Carry License - Victim,100.0
4469,Accidental/Negligent Discharge,"Officer Involved Shooting - Shots fired, no injury",54.0
4470,Accidental/Negligent Discharge,Accidental Shooting at a Business,537.0
4471,Accidental/Negligent Discharge,Criminal act with stolen gun,69.0
4472,Accidental/Negligent Discharge,Child killed self,106.0
4473,Accidental/Negligent Discharge,Child picked up & fired gun,412.0
4474,Accidental/Negligent Discharge,"Gun at school, no death/injury - elementary/secondary school",15.0
4475,Accidental/Negligent Discharge,"Gun at school, no death/injury - university/college",9.0
4476,Accidental/Negligent Discharge,Non-Aggression Incident,1779.0
4477,Accidental/Negligent Discharge,Defensive Use - WITHOUT a gun,54.0
4478,Accidental/Negligent Discharge,Police Targeted,1.0
4479,Accidental/Negligent Discharge,Defensive Use - Stand Your Ground/Castle Doctrine established,5.0
4480,Accidental/Negligent Discharge,Playing with gun,953.0
4481,Accidental/Negligent Discharge,Child injured by child,123.0
4482,Accidental/Negligent Discharge,Officer Involved Shooting - subject/suspect/perpetrator unarmed,8.0
4483,Accidental/Negligent Discharge,ShotSpotter,1.0
4484,Accidental/Negligent Discharge,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,17.0
4485,Accidental/Negligent Discharge,Defensive Use - Good Samaritan/Third Party,9.0
4486,Accidental/Negligent Discharge,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,18.0
4487,Accidental/Negligent Discharge,Child killed,196.0
4488,Accidental/Negligent Discharge,Child with gun - no shots fired,0.0
4489,Accidental/Negligent Discharge,Gun shop robbery or burglary,1.0
4490,Accidental/Negligent Discharge,Shootout,2.0
4491,Accidental/Negligent Discharge,Guns stolen from law enforcement,0.0
4492,Accidental/Negligent Discharge,Defensive use - No shots fired,1.0
4493,Accidental/Negligent Discharge,Officer Involved Shooting - Bystander shot,10.0
4494,Accidental/Negligent Discharge,Officer Involved Shooting - Bystander killed,3.0
4495,Accidental/Negligent Discharge,Child injured,375.0
4496,Accidental/Negligent Discharge,Gun buy back action,0.0
4497,Accidental/Negligent Discharge,Terrorism Involvement,0.0
4498,Accidental/Negligent Discharge,Officer Involved Shooting - Accidental discharge - no injury required,200.0
4499,Accidental/Negligent Discharge,Mistaken ID ,17.0
4500,Accidental/Negligent Discharge,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4501,Accidental/Negligent Discharge,Ghost gun,3.0
4502,Accidental/Negligent Discharge,Political Violence,0.0
4503,"Shots fired, no action",Sex crime involving firearm,0.0
4504,"Shots fired, no action",TSA Action,0.0
4505,"Shots fired, no action",Thought gun was unloaded,0.0
4506,"Shots fired, no action",stolen from owner,8.0
4507,"Shots fired, no action",Gun range/gun shop/gun show shooting,1.0
4508,"Shots fired, no action",Home Invasion - subject/suspect/perpetrator killed,1.0
4509,"Shots fired, no action",Home Invasion - subject/suspect/perpetrator injured,3.0
4510,"Shots fired, no action",Child Involved Incident,5.0
4511,"Shots fired, no action",Child injured self,0.0
4512,"Shots fired, no action",Suicide - Attempt,2.0
4513,"Shots fired, no action",Child killed by child,0.0
4514,"Shots fired, no action",Self-Inflicted,0.0
4515,"Shots fired, no action",School Shooting - elementary/secondary school,1.0
4516,"Shots fired, no action",Officer Involved Incident - Weapon involved but no shots fired,18.0
4517,"Shots fired, no action","Defensive Use - Shots fired, no injury/death",1.0
4518,"Shots fired, no action",Concealed Carry License - Victim,0.0
4519,"Shots fired, no action","Officer Involved Shooting - Shots fired, no injury",6.0
4520,"Shots fired, no action",Accidental Shooting at a Business,3.0
4521,"Shots fired, no action",Criminal act with stolen gun,6.0
4522,"Shots fired, no action",Child killed self,0.0
4523,"Shots fired, no action",Child picked up & fired gun,5.0
4524,"Shots fired, no action","Gun at school, no death/injury - elementary/secondary school",3.0
4525,"Shots fired, no action","Gun at school, no death/injury - university/college",1.0
4526,"Shots fired, no action",Non-Aggression Incident,1.0
4527,"Shots fired, no action",Defensive Use - WITHOUT a gun,0.0
4528,"Shots fired, no action",Police Targeted,3.0
4529,"Shots fired, no action",Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4530,"Shots fired, no action",Playing with gun,0.0
4531,"Shots fired, no action",Child injured by child,0.0
4532,"Shots fired, no action",Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4533,"Shots fired, no action",ShotSpotter,13.0
4534,"Shots fired, no action",Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,8.0
4535,"Shots fired, no action",Defensive Use - Good Samaritan/Third Party,0.0
4536,"Shots fired, no action",LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,14.0
4537,"Shots fired, no action",Child killed,0.0
4538,"Shots fired, no action",Child with gun - no shots fired,0.0
4539,"Shots fired, no action",Gun shop robbery or burglary,0.0
4540,"Shots fired, no action",Shootout,1.0
4541,"Shots fired, no action",Guns stolen from law enforcement,0.0
4542,"Shots fired, no action",Defensive use - No shots fired,0.0
4543,"Shots fired, no action",Officer Involved Shooting - Bystander shot,0.0
4544,"Shots fired, no action",Officer Involved Shooting - Bystander killed,0.0
4545,"Shots fired, no action",Child injured,0.0
4546,"Shots fired, no action",Gun buy back action,0.0
4547,"Shots fired, no action",Terrorism Involvement,0.0
4548,"Shots fired, no action",Officer Involved Shooting - Accidental discharge - no injury required,0.0
4549,"Shots fired, no action",Mistaken ID ,0.0
4550,"Shots fired, no action",Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4551,"Shots fired, no action",Ghost gun,0.0
4552,"Shots fired, no action",Political Violence,0.0
4553,Sex crime involving firearm,TSA Action,0.0
4554,Sex crime involving firearm,Thought gun was unloaded,0.0
4555,Sex crime involving firearm,stolen from owner,13.0
4556,Sex crime involving firearm,Gun range/gun shop/gun show shooting,0.0
4557,Sex crime involving firearm,Home Invasion - subject/suspect/perpetrator killed,3.0
4558,Sex crime involving firearm,Home Invasion - subject/suspect/perpetrator injured,3.0
4559,Sex crime involving firearm,Child Involved Incident,1.0
4560,Sex crime involving firearm,Child injured self,0.0
4561,Sex crime involving firearm,Suicide - Attempt,1.0
4562,Sex crime involving firearm,Child killed by child,0.0
4563,Sex crime involving firearm,Self-Inflicted,0.0
4564,Sex crime involving firearm,School Shooting - elementary/secondary school,0.0
4565,Sex crime involving firearm,Officer Involved Incident - Weapon involved but no shots fired,6.0
4566,Sex crime involving firearm,"Defensive Use - Shots fired, no injury/death",3.0
4567,Sex crime involving firearm,Concealed Carry License - Victim,0.0
4568,Sex crime involving firearm,"Officer Involved Shooting - Shots fired, no injury",2.0
4569,Sex crime involving firearm,Accidental Shooting at a Business,1.0
4570,Sex crime involving firearm,Criminal act with stolen gun,11.0
4571,Sex crime involving firearm,Child killed self,0.0
4572,Sex crime involving firearm,Child picked up & fired gun,0.0
4573,Sex crime involving firearm,"Gun at school, no death/injury - elementary/secondary school",0.0
4574,Sex crime involving firearm,"Gun at school, no death/injury - university/college",2.0
4575,Sex crime involving firearm,Non-Aggression Incident,0.0
4576,Sex crime involving firearm,Defensive Use - WITHOUT a gun,10.0
4577,Sex crime involving firearm,Police Targeted,2.0
4578,Sex crime involving firearm,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4579,Sex crime involving firearm,Playing with gun,0.0
4580,Sex crime involving firearm,Child injured by child,0.0
4581,Sex crime involving firearm,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4582,Sex crime involving firearm,ShotSpotter,0.0
4583,Sex crime involving firearm,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,5.0
4584,Sex crime involving firearm,Defensive Use - Good Samaritan/Third Party,3.0
4585,Sex crime involving firearm,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,1.0
4586,Sex crime involving firearm,Child killed,0.0
4587,Sex crime involving firearm,Child with gun - no shots fired,0.0
4588,Sex crime involving firearm,Gun shop robbery or burglary,0.0
4589,Sex crime involving firearm,Shootout,0.0
4590,Sex crime involving firearm,Guns stolen from law enforcement,2.0
4591,Sex crime involving firearm,Defensive use - No shots fired,5.0
4592,Sex crime involving firearm,Officer Involved Shooting - Bystander shot,0.0
4593,Sex crime involving firearm,Officer Involved Shooting - Bystander killed,0.0
4594,Sex crime involving firearm,Child injured,0.0
4595,Sex crime involving firearm,Gun buy back action,0.0
4596,Sex crime involving firearm,Terrorism Involvement,0.0
4597,Sex crime involving firearm,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4598,Sex crime involving firearm,Mistaken ID ,1.0
4599,Sex crime involving firearm,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4600,Sex crime involving firearm,Ghost gun,0.0
4601,Sex crime involving firearm,Political Violence,0.0
4602,TSA Action,Thought gun was unloaded,0.0
4603,TSA Action,stolen from owner,0.0
4604,TSA Action,Gun range/gun shop/gun show shooting,0.0
4605,TSA Action,Home Invasion - subject/suspect/perpetrator killed,0.0
4606,TSA Action,Home Invasion - subject/suspect/perpetrator injured,0.0
4607,TSA Action,Child Involved Incident,0.0
4608,TSA Action,Child injured self,0.0
4609,TSA Action,Suicide - Attempt,0.0
4610,TSA Action,Child killed by child,0.0
4611,TSA Action,Self-Inflicted,0.0
4612,TSA Action,School Shooting - elementary/secondary school,0.0
4613,TSA Action,Officer Involved Incident - Weapon involved but no shots fired,0.0
4614,TSA Action,"Defensive Use - Shots fired, no injury/death",0.0
4615,TSA Action,Concealed Carry License - Victim,0.0
4616,TSA Action,"Officer Involved Shooting - Shots fired, no injury",0.0
4617,TSA Action,Accidental Shooting at a Business,1.0
4618,TSA Action,Criminal act with stolen gun,0.0
4619,TSA Action,Child killed self,0.0
4620,TSA Action,Child picked up & fired gun,0.0
4621,TSA Action,"Gun at school, no death/injury - elementary/secondary school",0.0
4622,TSA Action,"Gun at school, no death/injury - university/college",0.0
4623,TSA Action,Non-Aggression Incident,12.0
4624,TSA Action,Defensive Use - WITHOUT a gun,0.0
4625,TSA Action,Police Targeted,0.0
4626,TSA Action,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4627,TSA Action,Playing with gun,0.0
4628,TSA Action,Child injured by child,0.0
4629,TSA Action,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4630,TSA Action,ShotSpotter,0.0
4631,TSA Action,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,0.0
4632,TSA Action,Defensive Use - Good Samaritan/Third Party,0.0
4633,TSA Action,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,0.0
4634,TSA Action,Child killed,0.0
4635,TSA Action,Child with gun - no shots fired,0.0
4636,TSA Action,Gun shop robbery or burglary,0.0
4637,TSA Action,Shootout,0.0
4638,TSA Action,Guns stolen from law enforcement,0.0
4639,TSA Action,Defensive use - No shots fired,0.0
4640,TSA Action,Officer Involved Shooting - Bystander shot,1.0
4641,TSA Action,Officer Involved Shooting - Bystander killed,0.0
4642,TSA Action,Child injured,0.0
4643,TSA Action,Gun buy back action,0.0
4644,TSA Action,Terrorism Involvement,0.0
4645,TSA Action,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4646,TSA Action,Mistaken ID ,0.0
4647,TSA Action,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4648,TSA Action,Ghost gun,0.0
4649,TSA Action,Political Violence,0.0
4650,Thought gun was unloaded,stolen from owner,0.0
4651,Thought gun was unloaded,Gun range/gun shop/gun show shooting,11.0
4652,Thought gun was unloaded,Home Invasion - subject/suspect/perpetrator killed,0.0
4653,Thought gun was unloaded,Home Invasion - subject/suspect/perpetrator injured,0.0
4654,Thought gun was unloaded,Child Involved Incident,24.0
4655,Thought gun was unloaded,Child injured self,1.0
4656,Thought gun was unloaded,Suicide - Attempt,0.0
4657,Thought gun was unloaded,Child killed by child,4.0
4658,Thought gun was unloaded,Self-Inflicted,55.0
4659,Thought gun was unloaded,School Shooting - elementary/secondary school,2.0
4660,Thought gun was unloaded,Officer Involved Incident - Weapon involved but no shots fired,0.0
4661,Thought gun was unloaded,"Defensive Use - Shots fired, no injury/death",0.0
4662,Thought gun was unloaded,Concealed Carry License - Victim,5.0
4663,Thought gun was unloaded,"Officer Involved Shooting - Shots fired, no injury",0.0
4664,Thought gun was unloaded,Accidental Shooting at a Business,15.0
4665,Thought gun was unloaded,Criminal act with stolen gun,3.0
4666,Thought gun was unloaded,Child killed self,1.0
4667,Thought gun was unloaded,Child picked up & fired gun,6.0
4668,Thought gun was unloaded,"Gun at school, no death/injury - elementary/secondary school",0.0
4669,Thought gun was unloaded,"Gun at school, no death/injury - university/college",1.0
4670,Thought gun was unloaded,Non-Aggression Incident,128.0
4671,Thought gun was unloaded,Defensive Use - WITHOUT a gun,0.0
4672,Thought gun was unloaded,Police Targeted,0.0
4673,Thought gun was unloaded,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4674,Thought gun was unloaded,Playing with gun,95.0
4675,Thought gun was unloaded,Child injured by child,2.0
4676,Thought gun was unloaded,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4677,Thought gun was unloaded,ShotSpotter,0.0
4678,Thought gun was unloaded,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,0.0
4679,Thought gun was unloaded,Defensive Use - Good Samaritan/Third Party,0.0
4680,Thought gun was unloaded,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,0.0
4681,Thought gun was unloaded,Child killed,8.0
4682,Thought gun was unloaded,Child with gun - no shots fired,0.0
4683,Thought gun was unloaded,Gun shop robbery or burglary,0.0
4684,Thought gun was unloaded,Shootout,0.0
4685,Thought gun was unloaded,Guns stolen from law enforcement,0.0
4686,Thought gun was unloaded,Defensive use - No shots fired,0.0
4687,Thought gun was unloaded,Officer Involved Shooting - Bystander shot,0.0
4688,Thought gun was unloaded,Officer Involved Shooting - Bystander killed,1.0
4689,Thought gun was unloaded,Child injured,13.0
4690,Thought gun was unloaded,Gun buy back action,0.0
4691,Thought gun was unloaded,Terrorism Involvement,0.0
4692,Thought gun was unloaded,Officer Involved Shooting - Accidental discharge - no injury required,4.0
4693,Thought gun was unloaded,Mistaken ID ,0.0
4694,Thought gun was unloaded,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4695,Thought gun was unloaded,Ghost gun,0.0
4696,Thought gun was unloaded,Political Violence,0.0
4697,stolen from owner,Gun range/gun shop/gun show shooting,11.0
4698,stolen from owner,Home Invasion - subject/suspect/perpetrator killed,6.0
4699,stolen from owner,Home Invasion - subject/suspect/perpetrator injured,17.0
4700,stolen from owner,Child Involved Incident,15.0
4701,stolen from owner,Child injured self,0.0
4702,stolen from owner,Suicide - Attempt,6.0
4703,stolen from owner,Child killed by child,1.0
4704,stolen from owner,Self-Inflicted,7.0
4705,stolen from owner,School Shooting - elementary/secondary school,2.0
4706,stolen from owner,Officer Involved Incident - Weapon involved but no shots fired,124.0
4707,stolen from owner,"Defensive Use - Shots fired, no injury/death",7.0
4708,stolen from owner,Concealed Carry License - Victim,24.0
4709,stolen from owner,"Officer Involved Shooting - Shots fired, no injury",22.0
4710,stolen from owner,Accidental Shooting at a Business,1.0
4711,stolen from owner,Criminal act with stolen gun,475.0
4712,stolen from owner,Child killed self,0.0
4713,stolen from owner,Child picked up & fired gun,4.0
4714,stolen from owner,"Gun at school, no death/injury - elementary/secondary school",31.0
4715,stolen from owner,"Gun at school, no death/injury - university/college",5.0
4716,stolen from owner,Non-Aggression Incident,152.0
4717,stolen from owner,Defensive Use - WITHOUT a gun,18.0
4718,stolen from owner,Police Targeted,3.0
4719,stolen from owner,Defensive Use - Stand Your Ground/Castle Doctrine established,18.0
4720,stolen from owner,Playing with gun,4.0
4721,stolen from owner,Child injured by child,0.0
4722,stolen from owner,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
4723,stolen from owner,ShotSpotter,0.0
4724,stolen from owner,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,22.0
4725,stolen from owner,Defensive Use - Good Samaritan/Third Party,7.0
4726,stolen from owner,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,26.0
4727,stolen from owner,Child killed,4.0
4728,stolen from owner,Child with gun - no shots fired,6.0
4729,stolen from owner,Gun shop robbery or burglary,21.0
4730,stolen from owner,Shootout,15.0
4731,stolen from owner,Guns stolen from law enforcement,21.0
4732,stolen from owner,Defensive use - No shots fired,19.0
4733,stolen from owner,Officer Involved Shooting - Bystander shot,0.0
4734,stolen from owner,Officer Involved Shooting - Bystander killed,0.0
4735,stolen from owner,Child injured,1.0
4736,stolen from owner,Gun buy back action,1.0
4737,stolen from owner,Terrorism Involvement,0.0
4738,stolen from owner,Officer Involved Shooting - Accidental discharge - no injury required,1.0
4739,stolen from owner,Mistaken ID ,1.0
4740,stolen from owner,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,1.0
4741,stolen from owner,Ghost gun,1.0
4742,stolen from owner,Political Violence,0.0
4743,Gun range/gun shop/gun show shooting,Home Invasion - subject/suspect/perpetrator killed,1.0
4744,Gun range/gun shop/gun show shooting,Home Invasion - subject/suspect/perpetrator injured,0.0
4745,Gun range/gun shop/gun show shooting,Child Involved Incident,8.0
4746,Gun range/gun shop/gun show shooting,Child injured self,0.0
4747,Gun range/gun shop/gun show shooting,Suicide - Attempt,7.0
4748,Gun range/gun shop/gun show shooting,Child killed by child,0.0
4749,Gun range/gun shop/gun show shooting,Self-Inflicted,77.0
4750,Gun range/gun shop/gun show shooting,School Shooting - elementary/secondary school,0.0
4751,Gun range/gun shop/gun show shooting,Officer Involved Incident - Weapon involved but no shots fired,5.0
4752,Gun range/gun shop/gun show shooting,"Defensive Use - Shots fired, no injury/death",1.0
4753,Gun range/gun shop/gun show shooting,Concealed Carry License - Victim,11.0
